Document;Tablet;Passage;Type;Published;Checked;Chronology;Typology;Notes
Archi2015a;75.3099;Unknown;;No;No;;;
Archi2015a;75.3105;Unknown;;No;No;;;
Archi2015a;75.3100;Unknown;;No;No;;;
Archi2015a;75.3106;Unknown;;No;No;;;
Archi2015a;75.3101;Unknown;;No;No;;;
Archi2015a;75.3102;Unknown;;No;No;;;
Archi2015a;75.3107;Unknown;;No;No;;;
Archi2015a;75.3112;Unknown;;No;No;;;
Archi2015a;75.3108;Unknown;;No;No;;;
Archi2015a;75.3113;Unknown;;No;No;;;
Archi2015a;75.3;Unknown;;No;No;;;
Archi2015a;75.3109;Unknown;;No;No;;;
Archi2015a;75.3110;Unknown;;No;No;;;
Archi2015a;75.3115;Unknown;;No;No;;;
Archi2015a;75.3111;Unknown;;No;No;;;
Archi2015a;75.3118;Unknown;;No;No;;;
Archi2015a;75.3123;Unknown;;No;No;;;
Archi2015a;75.3119;Unknown;;No;No;;;
Archi2015a;75.3121;Unknown;;No;No;;;
Archi2015a;75.3124;Unknown;;No;No;;;
Archi2015a;75.3122;Unknown;;No;No;;;
Archi2015a;75.3125;Unknown;;No;No;;;
Archi2015a;75.3127;Unknown;;No;No;;;
Archi2015a;75.3128;Unknown;;No;No;;;
Archi2015a;75.3129;Unknown;;No;No;;;
Archi2015a;75.3126;Unknown;;No;No;;;
Archi2015a;75.3136;Unknown;;No;No;;;
Archi2015a;75.3137;Unknown;;No;No;;;
Archi2015a;1.75.3132;Unknown;;No;No;;;
Archi2015a;75.3133;Unknown;;No;No;;;
Archi2015a;75.3138;Unknown;;No;No;;;
Archi2015a;75.3134;Unknown;;No;No;;;
Archi2015a;75.3135;Unknown;;No;No;;;
Archi2015a;75.3143;Unknown;;No;No;;;
Archi2015a;75.3139;Unknown;;No;No;;;
Archi2015a;75.3144;Unknown;;No;No;;;
Archi2015a;75.3145;Unknown;;No;No;;;
Archi2015a;75.3140;Unknown;;No;No;;;
Archi2015a;75.3146;Unknown;;No;No;;;
Archi2015a;75.3141;Unknown;;No;No;;;
Archi2015a;75.3147;Unknown;;No;No;;;
Archi2015a;75.3142;Unknown;;No;No;;;
Archi2015a;75.3148;Unknown;;No;No;;;
Archi2015a;75.3153;Unknown;;No;No;;;
Archi2015a;75.3154;Unknown;;No;No;;;
Archi2015a;75.3149;Unknown;;No;No;;;
Archi2015a;75.3150;Unknown;;No;No;;;
Archi2015a;75.3156;Unknown;;No;No;;;
Archi2015a;75.3152;Unknown;;No;No;;;
Archi2015a;75.3161;Unknown;;No;No;;;
Archi2015a;75.3157;Unknown;;No;No;;;
Archi2015a;75.3158;Unknown;;No;No;;;
Archi2015a;75.3159;Unknown;;No;No;;;
Archi2015a;75.3165;Unknown;;No;No;;;
Archi2015a;75.3166;Unknown;;No;No;;;
Archi2015a;75.3160;Unknown;;No;No;;;
Archi2015a;75.3167;Unknown;;No;No;;;
Archi2015a;75.3173;Unknown;;No;No;;;
Archi2015a;75.3168;Unknown;;No;No;;;
Archi2015a;75.3174;Unknown;;No;No;;;
Archi2015a;75.3176;Unknown;;No;No;;;
Archi2015a;75.3169;Unknown;;No;No;;;
Archi2015a;75.3177;Unknown;;No;No;;;
Archi2015a;75.3170;Unknown;;No;No;;;
Archi2015a;75.3178;Unknown;;No;No;;;
Archi2015a;75.3172;Unknown;;No;No;;;
Archi2015a;75.3179;Unknown;;No;No;;;
Archi2015a;75.3184;Unknown;;No;No;;;
Archi2015a;75.3180;Unknown;;No;No;;;
Archi2015a;75.3185;Unknown;;No;No;;;
Archi2015a;75.3181;Unknown;;No;No;;;
Archi2015a;75.3182;Unknown;;No;No;;;
Archi2015a;75.3187;Unknown;;No;No;;;
Archi2015a;75.3183;Unknown;;No;No;;;
Archi2015a;75.3188;Unknown;;No;No;;;
Archi2015a;75.3194;Unknown;;No;No;;;
Archi2015a;75.3189;Unknown;;No;No;;;
Archi2015a;75.3191;Unknown;;No;No;;;
Archi2015a;75.3195;Unknown;;No;No;;;
Archi2015a;75.3192;Unknown;;No;No;;;
Archi2015a;75.3193;Unknown;;No;No;;;
Archi2015a;75.3201;Unknown;;No;No;;;
Archi2015a;75.3197;Unknown;;No;No;;;
Archi2015a;175;Unknown;;No;No;;;
Archi2015a;75.3202;Unknown;;No;No;;;
Archi2015a;75.3203;Unknown;;No;No;;;
Archi2015a;75.3200;Unknown;;No;No;;;
Archi2015a;75.3204;Unknown;;No;No;;;
Archi2015a;75.3205;Unknown;;No;No;;;
Archi2015a;75.3207;Unknown;;No;No;;;
Archi2015a;75.3208;Unknown;;No;No;;;
Archi2015a;75.3209;Unknown;;No;No;;;
Archi2015a;75.3210;Unknown;;No;No;;;
Archi2015a;75.3213;Unknown;;No;No;;;
Archi2015a;75.3217;Unknown;;No;No;;;
Archi2015a;75.3214;Unknown;;No;No;;;
Archi2015a;75.3219;Unknown;;No;No;;;
Archi2015a;75.3215;Unknown;;No;No;;;
Archi2015a;75.3220;Unknown;;No;No;;;
Archi2015a;75.3221;Unknown;;No;No;;;
Archi2015a;75.3222;Unknown;;No;No;;;
Archi2015a;75.3216;Unknown;;No;No;;;
Archi2015a;75.3223;Unknown;;No;No;;;
Archi2015a;75.3225;Unknown;;No;No;;;
Archi2015a;75.3227;Unknown;;No;No;;;
Archi2015a;75.3228;Unknown;;No;No;;;
Archi2015a;75.3224;Unknown;;No;No;;;
Archi2015a;75.3230;Unknown;;No;No;;;
Archi2015a;75.3234;Unknown;;No;No;;;
Archi2015a;75.3235;Unknown;;No;No;;;
Archi2015a;75.3231;Unknown;;No;No;;;
Archi2015a;75.3236;Unknown;;No;No;;;
Archi2015a;75.3232;Unknown;;No;No;;;
Archi2015a;75.3233;Unknown;;No;No;;;
Archi2015a;75.3237;Unknown;;No;No;;;
Archi2015a;75.3238;Unknown;;No;No;;;
Archi2015a;75.3244;Unknown;;No;No;;;
Archi2015a;75.3245;Unknown;;No;No;;;
Archi2015a;75.3240;Unknown;;No;No;;;
Archi2015a;75.3246;Unknown;;No;No;;;
Archi2015a;75.3241;Unknown;;No;No;;;
Archi2015a;75.3247;Unknown;;No;No;;;
Archi2015a;75.3242;Unknown;;No;No;;;
Archi2015a;75.3243;Unknown;;No;No;;;
Archi2015a;75.3248;Unknown;;No;No;;;
Archi2015a;75.3249;Unknown;;No;No;;;
Archi2015a;75.3252;Unknown;;No;No;;;
Archi2015a;75.3250;Unknown;;No;No;;;
Archi2015a;75.3253;Unknown;;No;No;;;
Archi2015a;75.3254;Unknown;;No;No;;;
Archi2015a;75.3257;Unknown;;No;No;;;
Archi2015a;75.3258;Unknown;;No;No;;;
Archi2015a;75.3255;Unknown;;No;No;;;
Archi2015a;75.3259;Unknown;;No;No;;;
Archi2015a;75.3260;Unknown;;No;No;;;
Archi2015a;75.3256;Unknown;;No;No;;;
Archi2015a;75.3261;Unknown;;No;No;;;
Archi2015a;75.3266;Unknown;;No;No;;;
Archi2015a;75.3262;Unknown;;No;No;;;
Archi2015a;75.3267;Unknown;;No;No;;;
Archi2015a;75.3263;Unknown;;No;No;;;
Archi2015a;75.3268;Unknown;;No;No;;;
Archi2015a;75.3264;Unknown;;No;No;;;
Archi2015a;75.3265;Unknown;;No;No;;;
Archi2015a;75.3269;Unknown;;No;No;;;
Archi2015a;75.3274;Unknown;;No;No;;;
Archi2015a;75.3270;Unknown;;No;No;;;
Archi2015a;75.3275;Unknown;;No;No;;;
Archi2015a;75.3272;Unknown;;No;No;;;
Archi2015a;75.3276;Unknown;;No;No;;;
Archi2015a;75.3273;Unknown;;No;No;;;
Archi2015a;75.3277;Unknown;;No;No;;;
Archi2015a;75.3278;Unknown;;No;No;;;
Archi2015a;75.3279;Unknown;;No;No;;;
Archi2015a;75.3281;Unknown;;No;No;;;
Archi2015a;75-3286;Unknown;;No;No;;;
Archi2015a;75.3282;Unknown;;No;No;;;
Archi2015a;75.3287;Unknown;;No;No;;;
Archi2015a;75.3283;Unknown;;No;No;;;
Archi2015a;75.3288;Unknown;;No;No;;;
Archi2015a;75.3290;Unknown;;No;No;;;
Archi2015a;75.3285;Unknown;;No;No;;;
Archi2015a;75.3291;Unknown;;No;No;;;
Archi2015a;75.3292;Unknown;;No;No;;;
Archi2015a;75.3293;Unknown;;No;No;;;
Archi2015a;75.3298;Unknown;;No;No;;;
Archi2015a;75.3299;Unknown;;No;No;;;
Archi2015a;75.3295;Unknown;;No;No;;;
Archi2015a;75.3300;Unknown;;No;No;;;
Archi2015a;75.3296;Unknown;;No;No;;;
Archi2015a;75.3301;Unknown;;No;No;;;
Archi2015a;75.3305;Unknown;;No;No;;;
Archi2015a;75.3302;Unknown;;No;No;;;
Archi2015a;75.3306;Unknown;;No;No;;;
Archi2015a;75.3307;Unknown;;No;No;;;
Archi2015a;75.3303;Unknown;;No;No;;;
Archi2015a;75.3308;Unknown;;No;No;;;
Archi2015a;75.3304;Unknown;;No;No;;;
Archi2015a;75.3309;Unknown;;No;No;;;
Archi2015a;75.3315;Unknown;;No;No;;;
Archi2015a;75.3310;Unknown;;No;No;;;
Archi2015a;75.3316;Unknown;;No;No;;;
Archi2015a;75.3311;Unknown;;No;No;;;
Archi2015a;75.3312;Unknown;;No;No;;;
Archi2015a;75.3317;Unknown;;No;No;;;
Archi2015a;75.3313;Unknown;;No;No;;;
Archi2015a;75.3318;Unknown;;No;No;;;
Archi2015a;75.3314;Unknown;;No;No;;;
Archi2015a;75.3319;Unknown;;No;No;;;
Archi2015a;75.3325;Unknown;;No;No;;;
Archi2015a;75.3320;Unknown;;No;No;;;
Archi2015a;75.3321;Unknown;;No;No;;;
Archi2015a;75.3326;Unknown;;No;No;;;
Archi2015a;75.3322;Unknown;;No;No;;;
Archi2015a;75.3323;Unknown;;No;No;;;
Archi2015a;75.3327;Unknown;;No;No;;;
Archi2015a;75.3324;Unknown;;No;No;;;
Archi2015a;75.3328;Unknown;;No;No;;;
Archi2015a;75.3334;Unknown;;No;No;;;
Archi2015a;75.3335;Unknown;;No;No;;;
Archi2015a;75.3329;Unknown;;No;No;;;
Archi2015a;75.3330;Unknown;;No;No;;;
Archi2015a;75.3336;Unknown;;No;No;;;
Archi2015a;75.3337;Unknown;;No;No;;;
Archi2015a;75.3331;Unknown;;No;No;;;
Archi2015a;75.3332;Unknown;;No;No;;;
Archi2015a;75.3338;Unknown;;No;No;;;
Archi2015a;75.3333;Unknown;;No;No;;;
Archi2015a;75.3339;Unknown;;No;No;;;
Archi2015a;75.3340;Unknown;;No;No;;;
Archi2015a;75.3345;Unknown;;No;No;;;
Archi2015a;75.3346;Unknown;;No;No;;;
Archi2015a;75.3347;Unknown;;No;No;;;
Archi2015a;75.3341;Unknown;;No;No;;;
Archi2015a;75.3348;Unknown;;No;No;;;
Archi2015a;75.3342;Unknown;;No;No;;;
Archi2015a;75.3349;Unknown;;No;No;;;
Archi2015a;75.3343;Unknown;;No;No;;;
Archi2015a;75.3350;Unknown;;No;No;;;
Archi2015a;75.3344;Unknown;;No;No;;;
Archi2015a;75.3351;Unknown;;No;No;;;
Archi2015a;75.3357;Unknown;;No;No;;;
Archi2015a;75.3352;Unknown;;No;No;;;
Archi2015a;75.3358;Unknown;;No;No;;;
Archi2015a;75.3353;Unknown;;No;No;;;
Archi2015a;75.3359;Unknown;;No;No;;;
Archi2015a;75.3354;Unknown;;No;No;;;
Archi2015a;75.3360;Unknown;;No;No;;;
Archi2015a;75.3361;Unknown;;No;No;;;
Archi2015a;75.3355;Unknown;;No;No;;;
Archi2015a;75.3362;Unknown;;No;No;;;
Archi2015a;75.3356;Unknown;;No;No;;;
Archi2015a;75.3363;Unknown;;No;No;;;
Archi2015a;75.3368;Unknown;;No;No;;;
Archi2015a;75.3365;Unknown;;No;No;;;
Archi2015a;75.3366;Unknown;;No;No;;;
Archi2015a;75.3370;Unknown;;No;No;;;
Archi2015a;75.3371;Unknown;;No;No;;;
Archi2015a;75.3372;Unknown;;No;No;;;
Archi2015a;75.3373;Unknown;;No;No;;;
Archi2015a;75.3378;Unknown;;No;No;;;
Archi2015a;75.3379;Unknown;;No;No;;;
Archi2015a;75.3374;Unknown;;No;No;;;
Archi2015a;75.3380;Unknown;;No;No;;;
Archi2015a;75.3375;Unknown;;No;No;;;
Archi2015a;75.3381;Unknown;;No;No;;;
Archi2015a;75.3376;Unknown;;No;No;;;
Archi2015a;75.3382;Unknown;;No;No;;;
Archi2015a;75.3377;Unknown;;No;No;;;
Archi2015a;75.3383;Unknown;;No;No;;;
Archi2015a;75.3386;Unknown;;No;No;;;
Archi2015a;75.3384;Unknown;;No;No;;;
Archi2015a;75.3387;Unknown;;No;No;;;
Archi2015a;75.3385;Unknown;;No;No;;;
Archi2015a;75.3388;Unknown;;No;No;;;
Archi2015a;75.3391;Unknown;;No;No;;;
Archi2015a;75.3389;Unknown;;No;No;;;
Archi2015a;75.3392;Unknown;;No;No;;;
Archi2015a;75.3390;Unknown;;No;No;;;
Archi2015a;75.3395;Unknown;;No;No;;;
Archi2015a;75.3396;Unknown;;No;No;;;
Archi2015a;75.3398;Unknown;;No;No;;;
Archi2015a;75.3405;Unknown;;No;No;;;
Archi2015a;75.3399;Unknown;;No;No;;;
Archi2015a;75.3406;Unknown;;No;No;;;
Archi2015a;75.3401;Unknown;;No;No;;;
Archi2015a;75.3402;Unknown;;No;No;;;
Archi2015a;75.3407;Unknown;;No;No;;;
Archi2015a;75.3403;Unknown;;No;No;;;
Archi2015a;75.3410;Unknown;;No;No;;;
Archi2015a;75.3404;Unknown;;No;No;;;
Archi2015a;75.3411;Unknown;;No;No;;;
Archi2015a;75.3413;Unknown;;No;No;;;
Archi2015a;75.3418;Unknown;;No;No;;;
Archi2015a;75.3419;Unknown;;No;No;;;
Archi2015a;75.3415;Unknown;;No;No;;;
Archi2015a;75.3420;Unknown;;No;No;;;
Archi2015a;75.3416;Unknown;;No;No;;;
Archi2015a;75.3421;Unknown;;No;No;;;
Archi2015a;75.3417;Unknown;;No;No;;;
Archi2015a;75.3422;Unknown;;No;No;;;
Archi2015a;75.3427;Unknown;;No;No;;;
Archi2015a;75.3423;Unknown;;No;No;;;
Archi2015a;75.3424;Unknown;;No;No;;;
Archi2015a;75.3428;Unknown;;No;No;;;
Archi2015a;75.3425;Unknown;;No;No;;;
Archi2015a;75.3429;Unknown;;No;No;;;
Archi2015a;75.3426;Unknown;;No;No;;;
Archi2015a;75.3435;Unknown;;No;No;;;
Archi2015a;375;Unknown;;No;No;;;
Archi2015a;75.3436;Unknown;;No;No;;;
Archi2015a;75.3443;Unknown;;No;No;;;
Archi2015a;75.3437;Unknown;;No;No;;;
Archi2015a;75.3444;Unknown;;No;No;;;
Archi2015a;75.3445;Unknown;;No;No;;;
Archi2015a;75.3439;Unknown;;No;No;;;
Archi2015a;75.3446;Unknown;;No;No;;;
Archi2015a;75.3447;Unknown;;No;No;;;
Archi2015a;75.3448;Unknown;;No;No;;;
Archi2015a;75.3441;Unknown;;No;No;;;
Archi2015a;75.3449;Unknown;;No;No;;;
Archi2015a;75.3456;Unknown;;No;No;;;
Archi2015a;75.3450;Unknown;;No;No;;;
Archi2015a;75.3457;Unknown;;No;No;;;
Archi2015a;75.3451;Unknown;;No;No;;;
Archi2015a;75.3458;Unknown;;No;No;;;
Archi2015a;75.3452;Unknown;;No;No;;;
Archi2015a;75.3459;Unknown;;No;No;;;
Archi2015a;75.3453;Unknown;;No;No;;;
Archi2015a;75.3460;Unknown;;No;No;;;
Archi2015a;75.3454;Unknown;;No;No;;;
Archi2015a;75.3461;Unknown;;No;No;;;
Archi2015a;75.3455;Unknown;;No;No;;;
Archi2015a;75.3462;Unknown;;No;No;;;
Archi2015a;75.3466;Unknown;;No;No;;;
Archi2015a;75.3467;Unknown;;No;No;;;
Archi2015a;75.3463;Unknown;;No;No;;;
Archi2015a;75.3468;Unknown;;No;No;;;
Archi2015a;75.3464;Unknown;;No;No;;;
Archi2015a;75.3469;Unknown;;No;No;;;
Archi2015a;75.3465;Unknown;;No;No;;;
Archi2015a;75.3470;Unknown;;No;No;;;
Archi2015a;75.3471;Unknown;;No;No;;;
Archi2015a;75.3476;Unknown;;No;No;;;
Archi2015a;75.3472;Unknown;;No;No;;;
Archi2015a;75.3477;Unknown;;No;No;;;
Archi2015a;75.3473;Unknown;;No;No;;;
Archi2015a;75.3478;Unknown;;No;No;;;
Archi2015a;75.3474;Unknown;;No;No;;;
Archi2015a;75.3479;Unknown;;No;No;;;
Archi2015a;75.3475;Unknown;;No;No;;;
Archi2015a;75.3480;Unknown;;No;No;;;
Archi2015a;75.3481;Unknown;;No;No;;;
Archi2015a;75.3485;Unknown;;No;No;;;
Archi2015a;75.3482;Unknown;;No;No;;;
Archi2015a;75.3486;Unknown;;No;No;;;
Archi2015a;75.3483;Unknown;;No;No;;;
Archi2015a;75.3487;Unknown;;No;No;;;
Archi2015a;75.3484;Unknown;;No;No;;;
Archi2015a;75.3488;Unknown;;No;No;;;
Archi2015a;75.3489;Unknown;;No;No;;;
Archi2015a;75.3495;Unknown;;No;No;;;
Archi2015a;75.3496;Unknown;;No;No;;;
Archi2015a;75.3490;Unknown;;No;No;;;
Archi2015a;75.3497;Unknown;;No;No;;;
Archi2015a;75.3491;Unknown;;No;No;;;
Archi2015a;75.3498;Unknown;;No;No;;;
Archi2015a;75.3492;Unknown;;No;No;;;
Archi2015a;.75;Unknown;;No;No;;;
Archi2015a;75.3493;Unknown;;No;No;;;
Archi2015a;75.3500;Unknown;;No;No;;;
Archi2015a;75.3494;Unknown;;No;No;;;
Archi2015a;75.3501;Unknown;;No;No;;;
Archi2015a;75.3502;Unknown;;No;No;;;
Archi2015a;75.3503;Unknown;;No;No;;;
Archi2015a;r75.0.3505;Unknown;;No;No;;;
Archi2015a;75.3504;Unknown;;No;No;;;
Archi2015a;75.3506;Unknown;;No;No;;;
Archi2015a;75.3507;Unknown;;No;No;;;
Archi2015a;75.3508;Unknown;;No;No;;;
Archi2015a;75.3514;Unknown;;No;No;;;
Archi2015a;75.3509;Unknown;;No;No;;;
Archi2015a;75.3515;Unknown;;No;No;;;
Archi2015a;75.3510;Unknown;;No;No;;;
Archi2015a;75.3516;Unknown;;No;No;;;
Archi2015a;75.3511;Unknown;;No;No;;;
Archi2015a;75.3517;Unknown;;No;No;;;
Archi2015a;75.3518;Unknown;;No;No;;;
Archi2015a;75.3512;Unknown;;No;No;;;
Archi2015a;75.3519;Unknown;;No;No;;;
Archi2015a;75.3513;Unknown;;No;No;;;
Archi2015a;75.3520;Unknown;;No;No;;;
Archi2015a;75.3522;Unknown;;No;No;;;
Archi2015a;75.3521;Unknown;;No;No;;;
Archi2015a;75.3523;Unknown;;No;No;;;
Archi2015a;75.3525;Unknown;;No;No;;;
Archi2015a;75.3526;Unknown;;No;No;;;
Archi2015a;75.3524;Unknown;;No;No;;;
Archi2015a;75.3529;Unknown;;No;No;;;
Archi2015a;75.3531;Unknown;;No;No;;;
Archi2015a;75.3530;Unknown;;No;No;;;
Archi2015a;75.3532;Unknown;;No;No;;;
Archi2015a;75.3533;Unknown;;No;No;;;
Archi2015a;75.3535;Unknown;;No;No;;;
Archi2015a;75.3534;Unknown;;No;No;;;
Archi2015a;75.3536;Unknown;;No;No;;;
Archi2015a;75.3540;Unknown;;No;No;;;
Archi2015a;75.3541;Unknown;;No;No;;;
Archi2015a;75.3542;Unknown;;No;No;;;
Archi2015a;75.3543;Unknown;;No;No;;;
Archi2015a;75.3537;Unknown;;No;No;;;
Archi2015a;75.3538;Unknown;;No;No;;;
Archi2015a;75.3544;Unknown;;No;No;;;
Archi2015a;75.3539;Unknown;;No;No;;;
Archi2015a;75.3545;Unknown;;No;No;;;
Archi2015a;75.3553;Unknown;;No;No;;;
Archi2015a;75.546;Unknown;;No;No;;;
Archi2015a;75.3554;Unknown;;No;No;;;
Archi2015a;75.3547;Unknown;;No;No;;;
Archi2015a;75.3548;Unknown;;No;No;;;
Archi2015a;75.3555;Unknown;;No;No;;;
Archi2015a;75.3549;Unknown;;No;No;;;
Archi2015a;75.3556;Unknown;;No;No;;;
Archi2015a;75.3550;Unknown;;No;No;;;
Archi2015a;75.3557;Unknown;;No;No;;;
Archi2015a;75.3551;Unknown;;No;No;;;
Archi2015a;75.3558;Unknown;;No;No;;;
Archi2015a;75.3552;Unknown;;No;No;;;
Archi2015a;75.3559;Unknown;;No;No;;;
Archi2015a;75.3563;Unknown;;No;No;;;
Archi2015a;75.3564;Unknown;;No;No;;;
Archi2015a;75.3560;Unknown;;No;No;;;
Archi2015a;75.3565;Unknown;;No;No;;;
Archi2015a;75.3561;Unknown;;No;No;;;
Archi2015a;75.3566;Unknown;;No;No;;;
Archi2015a;75.3562;Unknown;;No;No;;;
Archi2015a;75.3567;Unknown;;No;No;;;
Archi2015a;75.3572;Unknown;;No;No;;;
Archi2015a;75.3568;Unknown;;No;No;;;
Archi2015a;75.3569;Unknown;;No;No;;;
Archi2015a;75.3573;Unknown;;No;No;;;
Archi2015a;75.3570;Unknown;;No;No;;;
Archi2015a;75.3571;Unknown;;No;No;;;
Archi2015a;75.3575;Unknown;;No;No;;;
Archi2015a;75.3576;Unknown;;No;No;;;
Archi2015a;75.3580;Unknown;;No;No;;;
Archi2015a;75.3581;Unknown;;No;No;;;
Archi2015a;75.3577;Unknown;;No;No;;;
Archi2015a;75.3582;Unknown;;No;No;;;
Archi2015a;75.3578;Unknown;;No;No;;;
Archi2015a;75.3583;Unknown;;No;No;;;
Archi2015a;75.3579;Unknown;;No;No;;;
Archi2015a;75.3584;Unknown;;No;No;;;
Archi2015a;75.3585;Unknown;;No;No;;;
Archi2015a;75.3590;Unknown;;No;No;;;
Archi2015a;75.3591;Unknown;;No;No;;;
Archi2015a;75.3586;Unknown;;No;No;;;
Archi2015a;75.3592;Unknown;;No;No;;;
Archi2015a;75.3587+3595;Unknown;;No;No;;;
Archi2015a;75.3588;Unknown;;No;No;;;
Archi2015a;75.3593;Unknown;;No;No;;;
Archi2015a;75.3589;Unknown;;No;No;;;
Archi2015a;75.3597;Unknown;;No;No;;;
Archi2015a;75.3598;Unknown;;No;No;;;
Archi2015a;75.3594;Unknown;;No;No;;;
Archi2015a;75.3595;Unknown;;No;No;;;
Archi2015a;75.3596;Unknown;;No;No;;;
Archi2015a;75.3599;Unknown;;No;No;;;
Archi2015a;75.3600;Unknown;;No;No;;;
Archi2015a;75.3605;Unknown;;No;No;;;
Archi2015a;75.3601;Unknown;;No;No;;;
Archi2015a;75.3602;Unknown;;No;No;;;
Archi2015a;75.3606;Unknown;;No;No;;;
Archi2015a;75.3603;Unknown;;No;No;;;
Archi2015a;75.3607;Unknown;;No;No;;;
Archi2015a;75.3604;Unknown;;No;No;;;
Archi2015a;75.3608+3609;Unknown;;No;No;;;
Archi2015a;75.3610;Unknown;;No;No;;;
Archi2015a;75.3616;Unknown;;No;No;;;
Archi2015a;75.3611;Unknown;;No;No;;;
Archi2015a;75.3612;Unknown;;No;No;;;
Archi2015a;75.3618;Unknown;;No;No;;;
Archi2015a;75.3613;Unknown;;No;No;;;
Archi2015a;75.3619;Unknown;;No;No;;;
Archi2015a;75.3614;Unknown;;No;No;;;
Archi2015a;75.3615;Unknown;;No;No;;;
Archi2015a;75.3620;Unknown;;No;No;;;
Archi2015a;75.3621;Unknown;;No;No;;;
Archi2015a;75.3627;Unknown;;No;No;;;
Archi2015a;75.3622;Unknown;;No;No;;;
Archi2015a;75.3628;Unknown;;No;No;;;
Archi2015a;75.3623;Unknown;;No;No;;;
Archi2015a;75.3624;Unknown;;No;No;;;
Archi2015a;75.3630;Unknown;;No;No;;;
Archi2015a;75.3625;Unknown;;No;No;;;
Archi2015a;75.3626;Unknown;;No;No;;;
Archi2015a;75.3631;Unknown;;No;No;;;
Archi2015a;75.3638;Unknown;;No;No;;;
Archi2015a;75.3632;Unknown;;No;No;;;
Archi2015a;75.3639;Unknown;;No;No;;;
Archi2015a;75.3633;Unknown;;No;No;;;
Archi2015a;75.3640;Unknown;;No;No;;;
Archi2015a;75.3634;Unknown;;No;No;;;
Archi2015a;75.3641;Unknown;;No;No;;;
Archi2015a;75.3636;Unknown;;No;No;;;
Archi2015a;75.3642;Unknown;;No;No;;;
Archi2015a;75.3637;Unknown;;No;No;;;
Archi2015a;75.3643;Unknown;;No;No;;;
Archi2015a;575;Unknown;;No;No;;;
Archi2015a;75.3644;Unknown;;No;No;;;
Archi2015a;75.3650;Unknown;;No;No;;;
Archi2015a;75.3645;Unknown;;No;No;;;
Archi2015a;75.3651;Unknown;;No;No;;;
Archi2015a;.75.3646;Unknown;;No;No;;;
Archi2015a;75.3652;Unknown;;No;No;;;
Archi2015a;75.3653;Unknown;;No;No;;;
Archi2015a;75.3647;Unknown;;No;No;;;
Archi2015a;75.3648;Unknown;;No;No;;;
Archi2015a;75.3649;Unknown;;No;No;;;
Archi2015a;75.3654;Unknown;;No;No;;;
Archi2015a;75.3658;Unknown;;No;No;;;
Archi2015a;75.3655;Unknown;;No;No;;;
Archi2015a;75.3659;Unknown;;No;No;;;
Archi2015a;75.3656;Unknown;;No;No;;;
Archi2015a;75.3660+3662;Unknown;;No;No;;;
Archi2015a;75.3661;Unknown;;No;No;;;
Archi2015a;75.3657;Unknown;;No;No;;;
Archi2015a;75.3662;Unknown;;No;No;;;
Archi2015a;75.3663;Unknown;;No;No;;;
Archi2015a;75.3664;Unknown;;No;No;;;
Archi2015a;75.3669;Unknown;;No;No;;;
Archi2015a;75.3665+3702;Unknown;;No;No;;;
Archi2015a;75.3670;Unknown;;No;No;;;
Archi2015a;75.3666;Unknown;;No;No;;;
Archi2015a;75.3671;Unknown;;No;No;;;
Archi2015a;75.3672;Unknown;;No;No;;;
Archi2015a;75.3667;Unknown;;No;No;;;
Archi2015b;75.3673;Unknown;;No;No;;;
Archi2015b;75.3668;Unknown;;No;No;;;
Archi2015b;75.3674;Unknown;;No;No;;;
Archi2015b;75.3675;Unknown;;No;No;;;
Archi2015b;75.3680;Unknown;;No;No;;;
Archi2015b;75.3676;Unknown;;No;No;;;
Archi2015b;75.368;Unknown;;No;No;;;
Archi2015b;75.3677;Unknown;;No;No;;;
Archi2015b;75.3682;Unknown;;No;No;;;
Archi2015b;75.3678;Unknown;;No;No;;;
Archi2015b;75.3683;Unknown;;No;No;;;
Archi2015b;75.3679;Unknown;;No;No;;;
Archi2015b;75.3684;Unknown;;No;No;;;
Archi2015b;75.3685;Unknown;;No;No;;;
Archi2015b;75.3690;Unknown;;No;No;;;
Archi2015b;75.3691;Unknown;;No;No;;;
Archi2015b;75.3686;Unknown;;No;No;;;
Archi2015b;75.3692;Unknown;;No;No;;;
Archi2015b;75.3687;Unknown;;No;No;;;
Archi2015b;75.3693;Unknown;;No;No;;;
Archi2015b;75.3688;Unknown;;No;No;;;
Archi2015d;75.3694;Unknown;;No;No;;;
Archi2015d;75.3689;Unknown;;No;No;;;
Archi2015d;75.3695;Unknown;;No;No;;;
Archi2015d;75.3699;Unknown;;No;No;;;
Archi2015d;75.3696;Unknown;;No;No;;;
Archi2015e;75.3700;Unknown;;No;No;;;
Archi2015e;.175;Unknown;;No;No;;;
Archi2015e;75.3701;Unknown;;No;No;;;
Archi2015e;75.3702;Unknown;;No;No;;;
Archi2015e;75.3698;Unknown;;No;No;;;
Archi2015e;75.3703;Unknown;;No;No;;;
Archi2015e;75.3704;Unknown;;No;No;;;
Archi2015e;75.3705;Unknown;;No;No;;;
Archi2015e;75.3708;Unknown;;No;No;;;
Archi2015e;75.3709;Unknown;;No;No;;;
Archi2015e;75.3706;Unknown;;No;No;;;
Archi2015e;75.3710;Unknown;;No;No;;;
Archi2015e;75.3711;Unknown;;No;No;;;
Archi2015e;75.3712;Unknown;;No;No;;;
Archi2015e;75.3707;Unknown;;No;No;;;
